Rating,Review Date,Employee,Description
4.0,"Mar 28, 2018","Former  Employee  in McLean, Virginia",[' They had a good benefit package. Mainly due to the prominence Microsoft has as a company.']
5.0,"Mar 22, 2018","Current  Employee  in Seattle, Washington State",[' Awesome health care plan.']
5.0,"Mar 26, 2018","Current  Employee  in Redmond, Washington State","[' I find the flexible time, ESPP, and healthcare plan to be the most compelling benefits.']"
5.0,"Mar 22, 2018","Current  Employee  in Redmond, Washington State",[' The benefits are good.']
5.0,"Mar 24, 2018","Current  Director  in Redmond, Washington State","[' Great benefits for individuals and families alike, free membership to a top gym, onsite clinic, Physcial therapy ...child care 100hrs,']"
5.0,"Mar 19, 2018","Former  Employee  in Redmond, Washington State",[' The health insurance options are great. I wish they had a pet friendly workplace.']
5.0,"Mar 22, 2018","Current  Employee  in Redmond, Washington State","[' Microsoft benefits are the BEST IN THE WORLD. My favorites are the Adoption, Fertility, and 3-month Paternity leave.']"
5.0,"Mar 22, 2018","Current  Employee  in Vancleave, Mississippi","[' The Health Insurance is completely free with employer HSA contributions, the annual bonuses include Stock. They also match your 401k.']"
5.0,"Mar 20, 2018","Current  Employee  in Redmond, Washington State",[' Stay fit fitness benefit is great. Health care is awesome.']
4.0,"Mar 26, 2018","Former  Technical Support  in Atlanta, Georgia",[' Amazing atmosphere ; part time']
1.0,"Mar 21, 2018","Current  Employee  in Philadelphia, Pennsylvania","[' health insurance, work from home, maternity leave, 401k plan']"
5.0,"Mar 19, 2018","Current  Employee  in Redmond, Washington State",[' Employees can use coperate rate when staying in hotels']
5.0,"Mar 19, 2018","Current  Employee  in Buffalo, New York State",[' Awesome benefits including free health insurance.']
5.0,"Mar 10, 2018","Former  Senior Research Manager  in Redmond, Washington State","[' 3 week vacation, matching 401K up to max $9k per year, $800 stay fit benefit, contribution to HSA to help pay for health insurance premiums and other medical expenses, Stock options. Bonus structure but eligibility is highly subjective for non sales people.']"
5.0,"Mar 15, 2018","Current  Recruiting Coordinator  in Redmond, Washington State","["" I'm a contractor at Microsoft, thus, i'm not able to enjoy the benefits provided.""]"
5.0,"Mar 15, 2018","Current  Employee  in Seattle, Washington State","["" Benefits are amazing - lots of vacation, I can't even use it all, honestly. Great health coverage, 401k and stock benefits. I couldn't be happier.""]"
5.0,"Mar 14, 2018","Current  Employee  in Houston, Texas","[' Healthcare Savings Account, 401K Matching, Employee Stock Purchasing, Paid Caregiving Leave, StayFit reimbursement']"
4.0,"Mar 14, 2018","Current  Employee  in Redmond, Washington State","["" Everyone starts with 3 weeks time off, you get a 4th week at the start of your 7th year. Health insurance is good (used to be great) but the vision plan is somewhat lacking- they'll fund glasses or contacts, not both. Microsoft is great for charitable gift matching, dollar for dollar. They also make a donation to charities based upon your volunteer hours.""]"
5.0,"Mar 12, 2018","Current  Employee  in Redmond, Washington State",[' I like everything about the plan']
4.0,"Mar 15, 2018","Former  Product Manager  in Seattle, Washington State","[' 401 k , and medical benefits are the best at Microsoft.']"
3.0,"Mar 12, 2018","Former  Employee  in Redmond, Washington State",[' medical plan requires large annual deductible and coverage can be confusing at times. Some clinics are not well versed with plan resulting in performing exams not covered.']
5.0,"Mar 06, 2018","Current  Employee  in Redmond, Washington State",[' medical insurance including all your dependents are fully paid by company. Great 401k matching program and health wellness benefit']
5.0,"Mar 08, 2018","Former  Employee  in Bellevue, Washington State","["" Best: match 50% of your 401(k) Worst: Quality of legal service varies and can't predict""]"
5.0,"Mar 01, 2018","Current  Senior Service Engineer  in Bellevue, Washington State","[' their relocation package is absolutely spectacular. They provide all kind of perks: Gym subscription, great health insurance, flexible hours and much more.']"
5.0,"Mar 03, 2018","Current  Employee  in Friendswood, Texas","[' 401k with up to 6% match, $250/year stipend for health related purchases, 1% discount on stock']"
5.0,"Feb 26, 2018","Former  Employee  in Redmond, Washington State","[' Simple administration, great coverage, no worries at all with medical benefits']"
4.0,"Mar 09, 2018","Former  Senior Product Marketing Manager  in Redmond, Washington State",[' The toughest things were the changes to the PPO-to-HSA transition. Painful.']
4.0,"Mar 05, 2018","Current  Employee  in Washington, District of Columbia",[' Used to be best Medical and ESPP benefits which are now pretty much the same as any other company']
4.0,"Mar 04, 2018","Current  PRINCIPAL SOFTWARE ENG LEAD  in Redmond, Washington State",[' benefits are good - 401K and health benefits']
4.0,"Mar 03, 2018","Former  Employee  in Pittsburgh, Pennsylvania",[' Best is the access to benefits being part time- but also the worst because of the high deductible plan... It is a bit expensive when you NEED treatment.']
3.0,"Feb 25, 2018","Current  Employee  in Redmond, Washington State","[' ESPP, Matching Donations, 401K, HSA']"
5.0,"Feb 21, 2018","Former  Senior Recruiter  in Redmond, Washington State","[' Pretty much the Gold Standard of Corp benefits .Very generous vacation to start and great PTO to care for loved ones, as well as great maternity and new parent PTO as well.']"
5.0,"Feb 23, 2018","Former  Software Developer  in Seattle, Washington State",[' Amazing company to work with. Lots of Benefits']
5.0,"Feb 20, 2018","Current  Associate Consultant  in Seattle, Washington State","[' I get $75 a month towards my phone bill, which is nice.']"
5.0,"Feb 19, 2018","Former  PhD Intern  in Redmond, Washington State","[' Health insurance, housing, and car rental allowances where awesome.']"
5.0,"Feb 19, 2018","Current  Software Engineer  in Redmond, Washington State","[' Everything is great TBH, i love the benefits package']"
5.0,"Feb 18, 2018","Current  Engineering Manager   in Redmond, Washington State",[' HSA and 401K options are amazing. Parental leave for both mom and dad is the best in industry Options to join world class fitness clubs or get re-reimbursed to set your own with $800 refund']
4.0,"Feb 23, 2018","Former  Employee  in Mountain View, California","[' Great health benefits package, very competitive']"
3.0,"Feb 23, 2018","Current  Employee  in New York, New York State","[' great health benefits, even provide a stipend for athletic gear and/or gyms, although it used to be better']"
4.0,"Feb 19, 2018","Former  Employee  in Redmond, Washington State",[' Microsoft is an awesome company.']
4.0,"Feb 18, 2018","Former  Employee  in Redmond, Washington State","[' 401k, sick time, etc ..']"
5.0,"Feb 08, 2018","Current  Senior Business Program Manager  in Elmira, New York State","[' 401k match of 9K per year, excellent health coverage and cheap life insurance']"
5.0,"Feb 14, 2018","Current  Senior Data Scientist  in Redmond, Washington State","[' ESPP, Tuition Assistance, and On-Site Healthcare']"
5.0,"Feb 13, 2018","Current  Employee  in Jersey City, New Jersey","[' To contact our office support team, you can contact Skype Phone Number service. Based on the problem, you can avail live chat or email support']"
5.0,"Feb 11, 2018","Current  Employee  in San Francisco, California","[' Beyond high quality 401K, medical, dental and vision plans (with very little out of pocket by the employee), additional perks include $800/yr towards fitness expenditures, ESPP and discounts at the company store.']"
5.0,"Feb 10, 2018","Former  Support Engineer  in Fargo, North Dakota",[' Bereavement leave. I had a family member unexpectedly pass-- that same afternoon my manager let me catch a flight home and take two full weeks off with no notice.']
5.0,"Feb 07, 2018","Current  User Experience Designer  in Redmond, Washington State",[' Great paternity and maternity leaves. Best relocation policies. Office snacks need big time upgrade. More recreation benefits are needed.']
5.0,"Feb 05, 2018","Former  Employee  in Atlanta, Georgia",[' 401k retirement medical dental hourly']
4.0,"Feb 09, 2018","Former  Employee  in Redmond, Washington State",[' 50% 401K matching up to $9000!']
4.0,"Feb 08, 2018","Current  Employee  in Redmond, Washington State","[' Free soda, Amazing Gym membership Pro Sports, Can work from home most times, paternal leave and maternal leave policy are great. Great campus with lots of facilities and discounts all around the area']"
1.0,"Feb 09, 2018","Former  Design Researcher  in Redmond, Washington State","["" It's not competitive relative to IT companies in the area""]"
5.0,"Feb 02, 2018","Current  Employee  in Redmond, Washington State","[' 401k, free drinks, awesome colleagues.']"
5.0,"Feb 04, 2018","Current  Senior Program Manager  in Redmond, Washington State","[' Medical coverage, 401k match, ORCA card (for commute), fitness allowance']"
5.0,"Jan 25, 2018","Current  Software Engineer  in Redmond, Washington State","[' 50% 401K match. Start with 3 weeks of time off, which increases to 4 weeks after 5 years, and to 5 weeks after 10 years. 10 paid holidays. You can get a paid orca card.']"
5.0,"Jan 25, 2018","Former  Employee  in Redmond, Washington State","[' Health insurance, Gym benefits (choose from preselected nearby gyms), intern events']"
4.0,"Jan 31, 2018","Former  Employee  in Redmond, Washington State","[' Good health insurance, paid vacation']"
3.0,"Jan 31, 2018","Former  Software Engineer  in Redmond, Washington State","[' Good non-monetary benefits. Performance bonus are not so great, but math says that staying there a long time pays off in stock very well (if stock keeps up)']"
3.0,"Jan 31, 2018","Current  Senior Technical Consultant  in Redmond, Washington State",[' Contractor life is only way to go at MS.']
4.0,"Jan 29, 2018","Current  Employee  in Redmond, Washington State",[' 401k match is amazing. Medical leave to take care of family is a great new benefit.']
4.0,"Jan 25, 2018","Current  Hardware Reliability Engineer  in Redmond, Washington State",[' One of the best benefits package is offered at MS.']
4.0,"Jan 25, 2018","Current  Senior Software Engineer  in Redmond, Washington State","["" MS has provided very great 401k compensation and health insurance. It would be great if I could get more compensation for dental. Overall it's super great company to work for.""]"
5.0,"Jan 24, 2018","Former  Employee  in Redmond, Washington State","[' Awesome package all around, one of the best side perks of any tech company']"
5.0,"Jan 24, 2018","Former  Employee  in Bellevue, Washington State",[' Fantastic health and dental coverage']
5.0,"Jan 23, 2018","Current  Employee  in Seattle, Washington State","[' 401K is awesome. 50% match up to $18,000.']"
5.0,"Jan 23, 2018","Former  Software Development Manager  in Redmond, Washington State",[' Overall an industry leader for employee benefits']
5.0,"Jan 19, 2018","Former  Product Advisor  in Burlington, Massachusetts","[' AMAZING BENEFITS! Pretty much free healthcare, they give full time employees an allotment of $150/year for sneakers, activewear and other exercise related items as an incentive to stay fit.']"
5.0,"Jan 19, 2018","Former  Employee  in Redmond, Washington State","[' Comprehensive benefits with choices in HMO/health insurance, gym membership/active spending; matching in 401K contribution, stock purchasing and donation. Free beverages.']"
5.0,"Jan 19, 2018","Former  Employee  in Charlotte, North Carolina",[' All of the benefits Microsoft offered were fantastic. I have nothing negative to say about them. The healthcare was great!']
4.0,"Jan 22, 2018","Current  Software Engineer  in Redmond, Washington State",[' Great benefits. No free food but compensates with overall generous benefits especially for employees with families. Great vacation policy and health insurance coverage.']
4.0,"Jan 19, 2018","Current  Employee  in Seattle, Washington State",[' Company perks is really good. No free food.']
3.0,"Jan 19, 2018","Former  software intern  in Redmond, Washington State",[' prime card givden. cars given for hire for a 12 day period. free bicycle service. shuttle service between offices']
5.0,"Jan 14, 2018","Current  Employee  in New York, New York State","[' Microsoft’s Benefits are THE best. Hands down. $800/year for personal and financial wellness, fertility programs, stellar maternity leave, 401k, etc, etc. More than you can imagine. Down side is that there are some unique processes to submitting or taking part in the benefits. Upfront costs that you get money for, but sometimes after the fact. . It takes some time to fully understand all the perks. Spend time leveraging HR resources or you are doing yourself a disservice.']"
5.0,"Jan 15, 2018","Current  Employee  in Redmond, Washington State",[' Only 3 weeks paid holiday']
5.0,"Jan 17, 2018","Former  Senior Lead Program Manager  in Redmond, Washington State","["" This has been the best benefits package I've ever received. The switch to a high deductible program for health insurance was softened by a getting the deductible in the HSA.""]"
5.0,"Jan 10, 2018","Former  Program Manager  in Redmond, Washington State","[' Awesome health benefits. Reliable shuttle service from Seattle to Redmond. Great stock purchase program. 3 weeks vacation. I really enjoyed the employee store discounts, half off of XBOX live yearly subscriptions. Not many food options around campus, though they have improved it.']"
5.0,"Jan 13, 2018","Current  Consultant  in Arlington, Virginia","[' Totally comprehensive. Any deductible is more than covered by employer-contributed HSA, but the benefits go way beyond heath. Tuition reimbursement, maternity & paternity leave, health concierge advice, legal counseling, fitness reimbursements... the list goes on and on...']"
5.0,"Jan 15, 2018","Current  Business Expert  in Boston, Massachusetts","[' 401K management with a 50% Microsoft match. Stay Fit reimbursement. Tuition Assistance for up to $5,000. Health, Dental, Vision coverage.']"
5.0,"Jan 13, 2018","Current  Employee  in Washington, District of Columbia",[' Like all the below things 9k 401k match from day 1 Hsa contributions up to 2500 per year Stock purchase at 10% discount']
4.0,"Jan 18, 2018","Current  Employee  in Redmond, Washington State","[' The benefits package changed a couple years ago. The change was a pretty significant impact to me and my family; my out of pocket expenses increased by several thousand dollars per year. Benefits used to be unparalleled. Now they\'re just ""good"" (it\'s not lost on me that benefits are expensive in the US).']"
4.0,"Jan 16, 2018","Current  Employee  in San Francisco, California","["" Has good benefits for most standard stuff like 401k, healthcare etc. Great benefits for family. However they don't offer anything exciting.""]"
4.0,"Jan 10, 2018","Current  Employee  in Boulder, Colorado",[' Vacation and holidays are generous as is the 401k match. Benefits used to be better 8+ years ago but are still great compared to most employers in the US.']
5.0,"Jan 07, 2018","Former  Employee  in Redmond, Washington State","[' Comprehensive benefits across Health, Vision and Dental. Additional perks in matching 401K, maternity and paternity leave.']"
5.0,"Jan 07, 2018","Former  Employee  in Seattle, Washington State",[' I worked at Expeditors full-time']
5.0,"Jan 05, 2018","Former  Employee  in Redmond, Washington State",[' Great 401(k) matching and also generous matching for donations (time and $). New Paternity and Maternity benefits are amazing. Medical is a bit of a overhead with co pay but its doable.']
5.0,"Jan 05, 2018","Former  Assistant Store Manager  in Roseville, California","[' The medical coverage is pretty phenomenal, especially when you have reason to use it like a pre-existing condition, unfortunately there is a high deductible associated with the plan itself.']"
5.0,"Jan 04, 2018","Former  Employee  in Seattle, Washington State",[' Fantastic Benefits for fulltime employees.']
5.0,"Dec 29, 2017","Current  Senior Program Manager  in Redmond, Washington State","[' The list is long but the 401k benefit is incredible, matching 50% of all contributions!']"
3.0,"Jan 06, 2018","Former  Consumer Service Advisor  in Seattle, Washington State","[' The retail stores need to give their employees a raise, I made $19.18 and barely made rent, I had to drive for a ride-share company to make enough to live in the city, effectively working 7 days a week.']"
4.0,"Jan 02, 2018","Former  program manager  in Redmond, Washington State","[' Microsoft has wide range of benefits, but not as good as before where medical is fully covered.']"
4.0,"Jan 01, 2018","Former  Senior Program Manager  in Redmond, Washington State","[' Given its size, Microsoft has the best benefits package in the industry.']"
4.0,"Jan 01, 2018","Current  Principal Software Engineer  in Seattle, Washington State","["" I would say it's 4.5 stars. No cost health and dental for full family. Legal insurance, long term disability, health club, free drinks, morale budget for parties, snacks etc. Up to 3500 out of pocket for family insurance is a minus.""]"
5.0,"Dec 27, 2017","Current  Senior Software Engineer  in San Francisco, California",[' Five months paid maternity leave']
5.0,"Dec 26, 2017","Current  Employee  in Redmond, Washington State",[' Best health insurance and 401K']
5.0,"Dec 26, 2017","Former  Employee  in Cincinnati, Ohio","[' Incredible wellness perks - $800 per year to spend on what you need to stay fit; bicycle, shoes, karate lessons, etc.']"
5.0,"Dec 24, 2017","Former  Employee  in Chicago, Illinois",[' Good company to work for']
4.0,"Dec 28, 2017","Current  Senior Data Scientist  in Redmond, Washington State",[' 40 days of paternity leave. 10-20 personal vacation days + 10 company vacation days + 15 sick days. $500 for Gym and much more!']
4.0,"Dec 28, 2017","Current  Software Engineer(Internship)  in Redmond, Washington State",[' Good overall benefits including one of the best in health insurance. Interns do not get paid time off / vacation but FTE do. You get employee discounts at the microsoft store itself but the discounts are barely there (comparable to student discounts)']
4.0,"Dec 22, 2017","Former  Employee  in Redmond, Washington State","[' health insurance, paternal leave, work from home, 401k, espp, employee discount']"
4.0,"Dec 19, 2017","Former  Senior UX Designer  in Redmond, Washington State",[' 3-5 weeks vacation depends on how many years you work in Microsoft.']
4.0,"Dec 18, 2017","Former  Employee  in Redmond, Washington State","[' Great benefits, company with the best benefits that I have worked for so far. One thing is that Health benefits just to be outstanding, they are just great now.']"
3.0,"Dec 17, 2017","Current  Employee  in Seattle, Washington State",[' Coverage shrinks annually. Vacation time limited.']
5.0,"Dec 15, 2017","Former  Employee  in Redmond, Washington State","[' Microsoft offers a 1:1 match on charitable donations up to $15,000 / year.']"
5.0,"Dec 15, 2017","Current  Senior Product Marketing Manager  in Sunnyvale, California",[' The package is very good']
5.0,"Dec 14, 2017","Current  Senior SW/FW Engineer  in Redmond, Washington State",[' 401K and flex time are the best.']
5.0,"Dec 12, 2017","Former  Employee  in Seattle, Washington State",[' great company in the cloud']
5.0,"Dec 12, 2017","Current  Employee  in Redmond, Washington State",[' health insurance is great.']
5.0,"Dec 06, 2017","Current  Senior Product Manager  in Redmond, Washington State","["" It's difficult to find all the benefits that you have, in spite of the benefits site. They really take care of employees. No, there's not free lunch or snacks because they spend that money on contributing to charities. You get free, premium beverages, though.""]"
5.0,"Dec 07, 2017","Former  Sr. Software Engineer  in Irvine, California","[' company perks, vacations, flexible hours']"
4.0,"Dec 15, 2017","Current  Product Advisor  in Salt Lake City, Utah","[' Great insurance, HSA, tuition reimbursement and discounted stocks.']"
4.0,"Dec 14, 2017","Current  Employee  in Seattle, Washington State",[' Medical coverage is good.']
4.0,"Dec 07, 2017","Former  Engineer  in Redmond, Washington State","[' Great benefits. Good place to work since the new CEO took over. Everything has changed for the better, but there is still some dead weight. Good work life balance']"
5.0,"Dec 02, 2017","Current  Microsoft Explorer  in Redmond, Washington State","[' Housing and transportation stipend, relocation']"
5.0,"Dec 04, 2017","Current  Principal  in Redmond, Washington State","[' multiple savings options (401k, Health Account, Stock Program), competitive salary, generous bonuses for top performers']"
5.0,"Nov 30, 2017","Former  Employee  in Santa Clara, California","[' 401k matching is great, health benefits great pricing, perks: gym memberships, lifestyle health yearly budgets, FSA offering,']"
