Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Software Engineer," Oct 5, 2013", Anonymous Interview Candidate,['No Offer'],[],[],[],"['I got phone interview from Yahoo!.', 'They asked what kind of programming languages I use most', 'and go through all the questions on those languages that I mentioned.', 'In my case, it was C,C++, Java', 'For C, it is important to know low level instructions and macros.', 'For C++, java, they asked details of OOP design.', 'For operating system, they asked how to measure system performance in Unix.', 'It requires to talk about the explanation on the commands.', 'I was also asked to Balanced Search Tree.', 'I was asked to implement.', 'In my case, I was not prepared much.', 'If you want to prepare for the Yahoo! interview, you should be prepared much.']","[' Implementing Balanced Search Tree, I thought they they ask BST(Binary Search Tree). \xa0 ', 'Answer Question']"
Software Engineer," Oct 6, 2013", Anonymous Interview Candidate,['No Offer'],[],[],[],['challenging inteview questions and be prepared. Yahoo is good compabny to work for ..... .... .. ...'],[]
Software Engineer," Oct 16, 2013", Anonymous Interview Candidate,['No Offer'],['Positive Experience'],['Difficult Interview'],['I applied online. The process took 2 weeks. I interviewed at Yahoo.'],['I was contacted by a recruiter and was asked to come on site for an interview. The process took about a week. The interview consisted of three 45 minute rounds and one coding challenge for 3 hours. 45 minute rounds consisted of algorithm questions and to analyze efficiency. Nothing too difficult. Good understanding of algorithms should help you answer them.'],"[' The coding challenge was tricky because you had to submit a full working code in 3 hours. The solution was tested on design, correcteness and algorithm efficiency in that order. \xa0 ', '1 Answer']"
Software Engineer," Oct 11, 2013"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Negative Experience'],['Average Interview'],"['I applied online. The process took 4+ months. I interviewed at Yahoo (Sunnyvale, CA) in August 2013.']","['applied through career website, had phone interview one month after.', 'Asked about resume related questions, on that day invited to onsite interview.', 'Onsite interview was 4round technical interview.', ""After 2 month from onsite interview, I hear nothing from my recruiter, don't answer the email ."", ""Don't know what happened.""]","[' many OOP, system design questions \xa0 ', 'Answer Question']"
Software Engineer," Oct 22, 2013", Anonymous Interview Candidate,['No Offer'],[],[],['I applied online. The process took 2 weeks. I interviewed at Yahoo.'],['Phone interview and then onsite.1. merge sorted list. 2.hashMap implement 3.is Palindrom'],"[' 1. merge sorted list. 2.hashMap implement 3.is Palindrom \xa0 ', 'Answer Question']"
Software Engineer," Oct 21, 2013", Anonymous Interview Candidate,['No Offer'],[],[],[],"['I applied the software engineer position on campus career fair. They even ask you technical questions when they are on the career fair. Several days later, they sent me an email to notify me to have a phone technical interview. The questions they asked are quite different from person to person. For me, they asked some questions about machine learning and data structure.']","[' How to find out if a linked list has a loop? \xa0 ', '2 Answers']"
Software Engineer," Oct 24, 2013"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Negative Experience'],['Average Interview'],"['I applied online. The process took 3+ months. I interviewed at Yahoo (Sunnyvale, CA) in September 2013.']","['Applied online. Your typical 3 rounds of interviews total. Phone, followed by 2 in house interviews. Team and work environment seems friendly and nice.', ""However, interview process was extremely long and they never make their decision deadline. They always make up excuses for why the process is delayed and why they need more time. Interview process took close to 3 months now and according to them I am at the committee review final stage. However, its been almost 3 weeks since they told me that and a decision is still not out. They will constantly tell you that you are their top candidate to keep you from dropping out but don't trust them. I had other pending offers that I gave up for Yahoo and I deeply regret not taking them now."", ""Will not interview with them again. Don't trust HR's words, and take your other offers when you have the chance.""]","[' Many system design questions. Nothing difficult or out of the ordinary. \xa0 ', 'Answer Question']"
Software Engineer," Nov 6, 2013", Anonymous Interview Candidate,['No Offer'],[],[],['I applied through college or university. The process took 1 day. I interviewed at Yahoo.'],['Interviewed for on campus recruiting. Was asked very specific java/html/css syntax questions. Did not know how to address these issues because did not know java api off the top of my head. And then in second interview was asked C and OS related questions even though I had told them I did not know C and have not taken OS. Very specific questions. Did not make it past the 2 tech interviews. There was very little behavioral questions.'],"[' How to implement a garbage collector in C? \xa0 ', '1 Answer']"
Software Engineer," Oct 29, 2013"," Anonymous Employee in  Sunnyvale, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied through college or university. The process took 5 weeks. I interviewed at Yahoo (Sunnyvale, CA) in October 2013.']","['Dropped my resume at the campus career fair and got invited to dinner in the same day by the recruiting team. At dinner I talked to a group manager who was very interested in my PhD work. A week later I was invited to on-site interviews, no phone screening. Three on-site with three different groups. Regular interview coding questions except may be for one interview where the interviewer asked me how to design a large scale website (in the scale of Twitter). It took them about weeks to get back to me with an offer.']","[' Regular interview questions \xa0 ', 'Answer Question']"
Software Engineer," Mar 17, 2014"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Negative Experience'],['Difficult Interview'],"['I applied through a recruiter. The process took a week. I interviewed at Yahoo (Sunnyvale, CA) in November 2013.']","['They cheated me out of money. They said they would reimburse my travel expenses but did not.', ""Also, in there original literary they wanted me to fly out at 9pm come in at like 5 am and then fly out at like 9pm that night and come home at 6am the next morning. I suppose they didn't want to pay for a hotel."", ""They had decent coffee and I met some nice people, but I can't get over being cheated out of money.""]","[' They asked me about run length encoding. The guy asking me was rude and inarticulate. The scheme he was hinting at didn\'t actually work. He said it would work in all cases but one, but ""we wouldn\'t cover that"". The case the scheme doesn\'t work for is the one that is statistically most likely, so the scheme will generally lengthen the data you are trying to shorten. \xa0 ', '1 Answer']"
Software Engineer," Mar 21, 2014"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Positive Experience'],['Difficult Interview'],"['I applied online. The process took 2 weeks. I interviewed at Yahoo (Sunnyvale, CA) in February 2014.']","['Contacted by a hiring manager about an interview. The next week I had a technical phone interview.', 'Questions:', ""1. List all permutations of a string. E.g.; If you're given abc, the output should be abc, acb, bca, bac, cab, cba."", '2. Fibonacci series - both recursively and iteratively. Tell me which one is better in terms of memory and speed of execution.', 'Did not hear back from them even after a month.']",[]
Software Engineer," Mar 8, 2014"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Negative Experience'],['Difficult Interview'],"['I applied through college or university. The process took 4+ months. I interviewed at Yahoo (Sunnyvale, CA) in January 2014.']","['Interviewed with Yahoo as a new college grad. One phone coding interview, then invited to onsite for final interview where I had four one on one coding/puzzle interviews. Process took extremely long and my HR contact was very unorganized.']","[' The most difficult question asked was to prove the upper bound on the number of nodes in a balanced binary tree. In order to prove it, the interviewer was looking for me to provide an inductive proof (this question caught me extremely off guard, have not done proofs in like three years). Definitely one of the more difficult interviews I have had, but I was very unprepared. My phone interviewer told me to expect an intense onsite coding interview where I was going to be expected to write an iOS application (experience is in mobile applications and I was interviewing for Yahoo Sports mobile). As a result, I spent a lot of time studying/practicing OOP and writing objective-c code. Much to my surprise when I was invited onsite, my interview was simply whiteboard coding questions. Most of the questions were binary tree and graph algorithm questions. In retrospect, I could have done much better on this interview if I were not misled by the previous engineer. Deep copy of a graph, dijkstras, order level tree traversal, big integer addition (just some of the questions). In short do not rely on engineers or HR to help you, study on your own and focus on graphs and trees.', 'HR made it a terrible experience. Engineers were also very anti-social and seemed to only care if you get the question right without regard for your approach. I also kept getting interrupted rudely while trying to write down code which confused me a lot and made me perform even worse. No point in working for or with people like that, imagine the frustration! \xa0 ', 'Answer Question']"
Software Engineer," Mar 7, 2014", Anonymous Interview Candidate,['No Offer'],[],[],['I applied through college or university. I interviewed at Yahoo in February 2014.'],"['I applied through university career fair and it took 2 months to get a phone interview. And the interviewer asked about some basic stuff about java and TCP/IP. But I suffered from his accent, I did not understand what he said.']","[' Nothing unexpected \xa0 ', 'Answer Question']"
Software Engineer," Mar 10, 2014", Anonymous Interview Candidate,['No Offer'],['Difficult Interview'],[],['I applied through a recruiter. The process took 3 days. I interviewed at Yahoo in September 2013.'],['Recruiter contacted me for a phone interview with an Engineering team'],"[' All were knowledge-based questions related to HTML, CSS and other Web technologies during phone interview. \xa0 ', 'Answer Question']"
Software Engineer," Mar 14, 2014", Anonymous Interview Candidate,['No Offer'],[],[],[],"['It is a campus interview, i received the email days after the campus career fair. just went to their office and two interviewer asked me some questions about database, relations, searing, and also some basic algorithms, definitions of PHP stuff...']","[' ask me to do the coding on the laptop/white board. real problem, not simple definition questions. you have to write to type, \xa0 ', 'Answer Question']"
Software Engineer," Feb 7, 2014", Anonymous Employee,['Accepted Offer'],[],[],[],['Two phone interviews. It is not that hard. The questions are about something on my resume and some basic programming techniques.'],[]
Software Engineer," Feb 5, 2014", Anonymous Interview Candidate,['No Offer'],[],[],[],"[""Two phone interviews and didn't have much relevance to the position I wanted.""]","["" Hardest project you've been working on? \xa0 "", 'Answer Question']"
Software Engineer," Feb 24, 2014"," Anonymous Interview Candidate in  San Francisco, CA",['No Offer'],['Average Interview'],[],"['I applied through college or university. The process took 4+ weeks. I interviewed at Yahoo (San Francisco, CA) in November 2013.']",['I got the onsite interview from career fair.. there are 3 rounds and 45 min each...'],"[' the first round and the third one are basic data structures and algorithms questions. Like find the biggest kth number in an array.. But the second round asked a lot of database and operating system questions which I did not prepare... \xa0 ', '1 Answer']"
Software Engineer," Feb 21, 2014"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Positive Experience'],['Average Interview'],"['I applied through a recruiter. The process took 2+ months. I interviewed at Yahoo (Sunnyvale, CA) in November 2013.']","[""Had a phone screen followed by on site. On site were 5 rounds. Focussed on algorithms, trees, linked list questions. Also design questions on real world problems like shopping site design. They wanted code in Java code. went deeply into multithreading and design patterns and other internals into Java language. Some sorting/searching code. The interviewers were very polite and helped me through the answers. Few even said they would like to see me there but i got reject. HR are really bad here at communicating. They take long time to respond. I had to mail them multiple times to know. Well if they don't tell within 2 weeks, its reject. They never communicate if you are not selected.""]","[' dynamic programming question. \xa0 ', 'Answer Question']"
Software Engineer," Dec 4, 2013", Anonymous Interview Candidate,['No Offer'],['Difficult Interview'],[],['I applied online. The process took 4+ weeks. I interviewed at Yahoo in November 2013.'],"['There was a round of 4 engineers interview. There were technical questions regarding algorithms, networking and some behavioral questions.']","[' The most difficult question was to solve in a generic way a laberint \xa0 ', 'Answer Question']"
Software Engineer," Nov 21, 2013"," Anonymous Employee in  Champaign, IL",['Accepted Offer'],['Neutral Experience'],['Difficult Interview'],"['I applied through college or university. The process took 3 weeks. I interviewed at Yahoo (Champaign, IL) in April 2013.']","['Two phone screen followed by a full day of interviews. It was a mixed bag because some engineer are real good to prepare for interview, others more random. One was very poorly dressed and really stinking. Two interviewers worked on a problem that they had faced. These were very good. One was annoying because he kept on hinting that I did not know some acronyms and terms as well as he did. Maybe such people are everywhere. Had a good lunch with no interview questions.']","[' Nothing unexpected \xa0 ', 'Answer Question']"
Software Engineer," Nov 24, 2013", Anonymous Interview Candidate,['No Offer'],[],[],['I applied through college or university. I interviewed at Yahoo.'],['One phone interview'],"[' Asked a lot of technical questions about Java \xa0 ', 'Answer Question']"
Software Engineer," Nov 26, 2013"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Neutral Experience'],['Average Interview'],"['I applied through a recruiter. The process took 4+ weeks. I interviewed at Yahoo (Sunnyvale, CA).']","[""Contact me 3 times before the initial Interview, the first two I don't receive any response after sending my availability.""]","[' fair, lot of position related tech questions.', 'Given a string ""Keyword"" find whether the characters exist in a String ""Target"" in the same order but not necessarily next to each other', 'Keyword cat aaa', 'Target cbate abcde', 'Output YES NO \xa0 ', '4 Answers']"
Software Engineer," Nov 26, 2013", Anonymous Employee,['Accepted Offer'],[],[],['I applied through college or university. I interviewed at Yahoo.'],"['I gave my resume to the HR in career fair. They contacted me by email about three weeks later. There is a HR phone screen first. Then a technical phone interview. If you passed that, you got the on-site interview.']","[' How is html code rendered in your computer. \xa0 ', '2 Answers']"
