Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Associate Consultant," Feb 8, 2014", Anonymous Interview Candidate,['No Offer'],['Neutral Experience'],['Easy Interview'],['I applied through college or university. The process took 3 weeks. I interviewed at Microsoft in November 2013.'],['First round was basic behavioral which lasted for 30 mins. After that they called for final onsite interview.There is an informal dinner the day before interview where you get to interact with recruiters and employees working in Microsoft.There were back to back 4 interviews with a gap of 15 mins each. They do ask technical questions based on your resume. Overall it was a good experience.'],"[' They gave a lot of scenario based questions..some were kind of absurd. \xa0 ', 'Answer Question']"
Associate Consultant," Dec 10, 2013"," Anonymous Interview Candidate in  Chevy Chase, MD",['No Offer'],['Positive Experience'],['Average Interview'],"['I applied in-person. The process took 3 weeks. I interviewed at Microsoft (Chevy Chase, MD) in December 2013.']","[""Initial interview was at a conference after being reached out by Microsoft. Then a couple weeks later I was invited to the final days at one of they're campuses. Many interesting people to speak to. Recommend having a solid knowledge of other Microsoft products that isn't Office. But overall a positive learning experience.""]","["" How would you handle a customer whom was upset due to they're important database being down? \xa0 "", 'Answer Question']"
Associate Consultant," Dec 20, 2013"," Anonymous Employee in  Chevy Chase, MD",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['The process took 5 weeks. I interviewed at Microsoft (Chevy Chase, MD).']","[""Was invited to a 1:1 interview during a national career conference. A couple of weeks later was selected for the final round interviews which were 4 interviews back to back. Interviews weren't that hard and there were plenty of friendly Microsoft employees/recruiters giving you advice. Overall a great experience, Microsoft chooses the best candidates for the final round interviews and when you're there you can actually tell that they do by just speaking and interacting with the other candidates.""]","[' Why Microsoft?', 'Tell me 3 things about you that make you stand out from the other candidates. \xa0 ', 'Answer Question']"
Associate Consultant," Nov 24, 2013", Anonymous Interview Candidate,['No Offer'],['Positive Experience'],['Difficult Interview'],['I applied through college or university. The process took 1 day. I interviewed at Microsoft in October 2013.'],"['I was contacted by a recruiter a few days before a Career Conference by email asking for an interview offer at the career conference. They asked me to apply online as well to the positions they would be interviewing me for. They asked me to come as in clothes i felt comfortable and at the interview booth, the interviewer was dressed down and was really relaxed. He was a manager for the position i was interviewing for, so this served more as technical interview to see if the candidate knew their technical info. He was very thorough and put me in a lot of real life scenarios of the job to see how I would answer as well as to see my thinking process.']","[' If you were a food, what food would you be? \xa0 ', '1 Answer']"
Associate Consultant," Jan 17, 2014"," Anonymous Employee in  Charlotte, NC",['Accepted Offer'],['Positive Experience'],['Difficult Interview'],"['I applied through college or university. The process took 2+ months. I interviewed at Microsoft (Charlotte, NC).']","['- On campus career fair - dropped off resume and spoke briefly with recruiter.', '- On campus interview - was contacted two weeks later to sign up for an interview on campus (my school\'s campus) Asked simple questions like ""Why would you like to work for Microsoft"", ""What is your favorite Microsoft technology and why"", ""how do you think your skills would help you contribute as an employee at Microsoft"", ""Describe a time when you solved a problem using technology"" --> the more you talk about microsoft, the better.', '- Microsoft destination interview - Was contacted almost 3 weeks later by a travel agent explaining that I had been invited to a final round interview at Microsoft in Charlotte. 3 day trip, with one day of interviews. The night of arrival all the candidates met for dinner and a meet and greet with the program managers and all the interviewers for the next day. Candidates were split into two groups, morning and afternoon.', 'On the day of the interviews, limousines picked up the group of candidates from the hotel and took them to the Charlotte office. After breakfast, each candidate was interviewed by four separate people, each one asking different questions and discussing their findings with the group afterwards. After the four interviews, the candidates all had lunch, and following that, candidates were taken one by one to leave the room and find out whether they had gotten the job or not.', 'THEY WILL ASK QUESTIONS ABOUT EVERY SINGLE ITEM ON YOUR RESUME so be prepared to discuss in depth and complete problems on white boards relating to your listed skills and experiences.']","[' One random question assessing thought process. Brain teaser \xa0 ', 'Answer Question']"
Associate Consultant," Nov 6, 2013"," Anonymous Employee in  Charlotte, NC",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied online. The process took 2+ weeks. I interviewed at Microsoft (Charlotte, NC) in October 2013.']","['Applied Online, got an email about interviewing on campus. Went through 30 minute interview with Employee on campus and was told right away I would be interviewing in either Seattle or Washington DC. Turned out my interview location was Charlotte NC. They flew me there and paid for everything and I interviewed about ~40 other people for ~20 spots. Went through 4 separate interviews where they tried to both get to know me and my skills and try to let me know what the position would entail.']","[' Explain a relational Database. \xa0 ', '1 Answer', ' How do you use a debugger in an IDE? \xa0 ', '1 Answer', ' What kind of laptop do you use? \xa0 ', 'Answer Question']"
Associate Consultant," Nov 11, 2013", Anonymous Employee,['Accepted Offer'],['Positive Experience'],[],['I applied through college or university. The process took 4+ weeks. I interviewed at Microsoft in October 2013.'],"['This is a on-campus interview. The whole process lasts about 30min. The HR person is very nice and friendly. She asked me 3 behavioral questions in total. The first one is ""introducing yourself"". The 2nd one is ""talking about some difficulties when you are working in a team"". The last one is ""why Microsoft"". She also talked about the final interview process and some company culture inside Microsoft']","[' Easy interview. All the questions are very common behavioral questions. \xa0 ', 'Answer Question']"
Associate Consultant," Oct 25, 2013"," Anonymous Interview Candidate in  Charlotte, NC",['No Offer'],['Negative Experience'],['Average Interview'],"['I applied through college or university. The process took a week. I interviewed at Microsoft (Charlotte, NC) in October 2013.']","['This is the same story I shared for Technical Account Manager role. They basically interview you for these two roles, then decide with which one to go.', ""I've been contacted by a recruiter in September for an on-campus interview. I told her I was traveling, so she'd get back to me for a phone screen. 5 weeks passed, I had not received any invitation for a phone call even though we had been emailing every week. Then I reached out to another recruiter, this time I was directed to a scheduler, and was able to have a phone interview scheduled."", 'The phone interview went well, I was invited on site. All the candidates were gathered together at a pre-interview dinner. There were a lot of MACH hires there, most of them were nice, although some of them were really cocky. They were like - ""oh no, I don\'t allow any Apple products around me"", or ""anything that begins with an i- can\'t be around"". So I recommend you don\'t use your phone if it\'s an iPhone etc. Wear business casual.', 'The next day was our interview day. Although it was stated that we were supposed to wear business casual, all of the candidates were suited up! Yup, bring your suits... After spending almost an hour talking to people, they started calling our names. I had four back to back interviews. All of them were working in the Services division. They are actually interviewing you for both Associate Consultant and Technical Account Manager roles.', 'Generally, the interviewers were cool. However, these guys really dislike anything related to Apple or Google. I had an offer from Google, and I was interviewing with Microsoft just for the experience... All four interviewers asked about the offer. Like ""Why Google?"", ""Which position?"", ""Why would you choose Microsoft over Google, or vice versa"" etc. Some of the questions were technical; troubleshooting, TCP/IP, networking, Windows Server, layers etc. I don\'t know why they even ask networking questions to a person who\'s not going to be a Professional Support Technician.', ""My only advice would be, don't tell them about your offers. Otherwise, the whole interview focuses on your offer rather than your background, skills and what you want to do.""]","[' Unix questions \xa0 ', 'Answer Question']"
Associate Consultant," May 14, 2012"," Anonymous Employee in  Bellevue, WA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied through college or university. The process took 3 weeks. I interviewed at Microsoft (Bellevue, WA) in April 2012.']","['Microsoft came on my campus and I got a phone interview through that. The phone interview was 45min and was mostly to see how much I knew about Microsoft, the tech industry, and a few behavioral questions. About a week after that I was told I was invited to a Microsoft interview day in Seattle. There was a networking event the night before the interview, and the interview day consisted of 4 1on1 interviews for 1 hour each. They will be communicating with each other during the interviews and will ask you things that the others forgot. My questions were mostly behavioral and experience related, but I did get a few technical and design questions. I waited for an hour after the interviews in the lobby and was offered the job!']","[' What do you hate about Microsoft? \xa0 ', 'Answer Question']"
Associate Consultant," May 12, 2013", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Average Interview'],['I applied through college or university. The process took 2+ months. I interviewed at Microsoft.'],"['Had first round interview on campus with recruiter. Received an email for second round within 2 weeks. Flew me out to a microsoft campus for second round interview. 4 interviews all 45 minutes each. Most questions were not to technical, mainly asking about me and my enthusiasm towards technology. Asked a few conceptual questions which had no right or wrong answers. Few questions to test my communication skills and descriptive skills for very technical things and dumbing them down for non-technical people.']","[' How does DNS work and what are the various record types \xa0 ', 'Answer Question', ' Which state would you remove if you had to remove one from the USA. \xa0 ', 'Answer Question', ' If you worked at the Microsoft Library as a staff member and Bill Gates called up asking you to hold a book and you told him it would be ready for pickup in a few minutes. Then when you went to pickup book from shelf where it was said to be checked in, it was actually missing and nowhere to be found. How would you procede? \xa0 ', 'Answer Question']"
Associate Consultant," Feb 18, 2013", Anonymous Interview Candidate,['No Offer'],[],[],['I applied through a recruiter. I interviewed at Microsoft in October 2012.'],"['The recruiter emailed me after seeing my resume on a resume CD from one of my organizations.', 'First was an on-campus interview (30 mins). Pretty basic.', 'Then they did on-site interviews in Charlotte. four 45-minute interviews plus one quick 5-minute ""chat"". At the end they all talk for about an hour while the candidates sit in another room, and then they pull you out one by one to tell you whether or not you got the job. Seems like the people who didn\'t get it were called first and sent home.']","[' On-campus interview: Who is the smartest person you know?', ""On-site interview: What kind of computer/phone do you have? Why do you have that one? Do you like it? (The question itself isn't that hard but I felt like he was grilling me). \xa0 "", 'Answer Question']"
Associate Consultant," Jan 23, 2013"," Anonymous Interview Candidate in  Redmond, WA",['Declined Offer'],['Positive Experience'],['Average Interview'],"['I applied through college or university. The process took 3 weeks. I interviewed at Microsoft (Redmond, WA) in January 2013.']","['Met recruiter at University career fair and scheduled a phone interview. The phone interview (3 days later) was mostly going over my resume with a few situational based questions. Two days after phone interview I was contacted to fly to Redmond for onsite interviews. It was a really fun weekend.', 'They put us in a 5 star hotel, took us to a meet-and-greet dinner (open bar), and we spent the whole interview day in an awesome building full of Microsoft products.', 'Interviews were 4 45 minute one-on-one interviews with various employees in the same job position I was interviewing for. Nothing surprising about the interviews. Got the results that evening and the offer details later the next week.']","[' Mostly typical ""Tell me about yourself"" questions. A few abstract situations, but nothing too weird or out of the ordinary. \xa0 ', 'Answer Question']"
Associate Consultant," Jan 22, 2013"," Anonymous Employee in  Redmond, WA",['Accepted Offer'],['Positive Experience'],['Difficult Interview'],"['I applied online. The process took 2+ months. I interviewed at Microsoft (Redmond, WA) in January 2013.']","['I applied online for a SDE/SDET position and was contacted to setup a technical phone interview. The phone interview was focused on how to design a kitchen for a client. I was then informed that I was being interviewed for roles as either an Associate Consultant or Technical Account Manager. The interviewer told me I would be contacted within a week or two with feedback from my interview.', ""A week later, I was contacted by a recruiter via email and told I would be brought to Microsoft's HQ in Redmond, WA for an on-site interview. They had planned a hiring event of approximately 50 other candidates for the same positions. The night before the interviews, we were allowed to speak with current Microsoft hiring managers, consultants, and account managers about the position and have any of our questions about the position answered. On the day of the interview, the group was split into two groups, morning and afternoon. We were picked up on a party bus and taken to the site where our interviews would be held. The on-site interview process consisted of four 45-minute interviews, a brief interview with an HR representative, and a short wait while our results were tabulated."", 'We were told within the hour the results of our interviews, which can be pretty nerve-wrecking. However, the HR team at Microsoft is absolutely amazing at being able to handle logistics and make the interview process a two-way conversation where you can learn more about the company and they can learn more about you. It really was a lot of fun and Seattle is totally worth the visit!!']","[' Why Microsoft? \xa0 ', '1 Answer', ' What is GAC and where is it located? \xa0 ', '1 Answer', ' Describe the difference between a struct and class. \xa0 ', '2 Answers', ' What is a constructor and what does it do? \xa0 ', '1 Answer']"
Associate Consultant," Jan 28, 2015", Anonymous Interview Candidate,['No Offer'],[],[],['I applied through college or university. The process took 2+ months. I interviewed at Microsoft.'],"[""First interview on campus. Very easy nothing hard just questions about your resume. Second interview they flew me up to Texas and had an interview at their office. 4 interviews, was there 12 to 6. They like to ask a lot of situational questions and put you in a spot where you can't think quick enough to see how you would handle the pressure.""]","[' They asked to prepare a 20 min presentation couple of days before the interview. \xa0 ', '2 Answers']"
Associate Consultant," Feb 5, 2015", Anonymous Interview Candidate,['No Offer'],['Positive Experience'],['Average Interview'],['I applied through college or university. I interviewed at Microsoft.'],"['4 interviewers, each with a variety of questions and conversation starters. Pretty intense process, but still laid back. Each person had a different role at a different business unit.']","[' I was asked a number of questions about how I would remodel a house to see my thought process/problem solving approach. \xa0 ', 'Answer Question']"
Associate Consultant," Dec 16, 2014"," Anonymous Interview Candidate in  Dallas, TX",['Declined Offer'],['Difficult Interview'],[],"['I applied through a recruiter. I interviewed at Microsoft (Dallas, TX) in November 2014.']",['First interview was a 30 min on campus interview asking basic questions such as what Microsoft product do you like and what Microsodt product do you like the least. The second round interviews were 4 45 min interviews with managers. 1 of them we had to do a presentation on something we were passionate about.'],"[' If you were left in a room with 2 candles with no uniform shape and unlimited matches, how would you know to leave the room in exactly 45 minutes? 1 candle takes exactly 60 minutes to burn completely. \xa0 ', 'Answer Question']"
Associate Consultant," Nov 4, 2015"," Anonymous Interview Candidate in  Redmond, WA",['Declined Offer'],['Neutral Experience'],['Difficult Interview'],"['I applied through college or university. The process took 3 weeks. I interviewed at Microsoft (Redmond, WA).']","['I had a phone interview that was about 45 minutes. It went well with brain teasers and behavioral/fit questions.', 'I was brought to Redmond, Washington to do an interview with 4 people. My first was strictly behavioral, my second I gave a presentation. This was definitely a harder interview as he asked a lot of the tough questions. The third was a case study and the fourth was another behavioral/fit.', 'Everyone was really great throughout the interview process and they had other MACH people to talk to in between interviews.']","[' Explain the Internet as if you were explaining it to your grandmother. Explain the cloud to a CEO in an elevator. \xa0 ', 'Answer Question']"
Associate Consultant," Jan 27, 2016"," Anonymous Employee in  Redmond, WA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied through a recruiter. The process took 3 weeks. I interviewed at Microsoft (Redmond, WA) in December 2015.']","[""I was called for a phone screen and was asked simple technical questions and some questions about my resume. Then I was flown out to the Microsoft campus where I had 4 separate interviews with current employees. One of those is a 30 minute oral presentation on a topic of your choice. Don't let that scare you and make sure it's on a topic you're actually interested about so it's easier to talk forever. I was told the results within a week of the interview.""]","[' What is the Internet? \xa0 ', 'Answer Question', ' Why do you want to work for Microsoft? \xa0 ', 'Answer Question']"
Associate Consultant," Feb 17, 2016"," Anonymous Interview Candidate in  Redmond, WA",['No Offer'],['Positive Experience'],['Average Interview'],"['I applied through college or university. The process took 2+ months. I interviewed at Microsoft (Redmond, WA).']","['Approach a Microsoft guy at the career fair. Few weeks later got an e-mail saying that they would like to schedule an on-campus interview. Here, they ask you a basic question about your resume, and why do you want to work for Microsoft. After four weeks got an email that they want to fly me out to Seattle for an all-day interview process. The process itself is pretty tiring but they pay for everything, which is nice, and all people are really nice to you.']","[' Why Microsoft? \xa0 ', '1 Answer']"
Associate Consultant," Oct 26, 2017"," Anonymous Employee in  Charlotte, NC",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied online. I interviewed at Microsoft (Charlotte, NC).']","['After a phone interview, I got invited to fly to their Charlotte office for my second round interview. I interviewed with 4 different people and got an offer two days later.']","[' Basic behavioral type questions and questions from my resume. This was for the MACH program and geared towards college hires. \xa0 ', 'Answer Question']"
Associate Consultant," Aug 8, 2017"," Anonymous Interview Candidate in  Redmond, WA",['No Offer'],['Negative Experience'],['Average Interview'],"['I applied online. I interviewed at Microsoft (Redmond, WA) in November 2016.']",['Was contacted by HR and was flown to Seattle within a month. Interview process was long. It lasted around 5 hours and all the applicants waited in the lobby to get their results.'],"[' Explain the cloud. \xa0 ', 'Answer Question']"
Associate Consultant," Feb 7, 2017"," Anonymous Employee in  Seattle, WA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied through college or university. The process took 6 weeks. I interviewed at Microsoft (Seattle, WA).']","['Applied via the careers website, then reached out to the recruiter at my college. Ultimately I was brought onsite for a formal interview. Whole process took 6 weeks. The recruiters were very helpful and made sure I was getting all the necessary information throughout the process.']","["" Here's a list a numbers. Write code to put it in a binary tree \xa0 "", '1 Answer']"
Associate Consultant," Mar 8, 2017", Anonymous Interview Candidate,['No Offer'],['Negative Experience'],['Easy Interview'],['I applied through college or university. The process took 6+ months. I interviewed at Microsoft in October 2016.'],['I was brought in for an initial interview in October of 2016 for an on campus interview. Two weeks after my interview I was told I was still being considered for the next round of interviews and I would hear back sometime from January 2017 to March 2017. I was initially confused until I found out several months later that the recruiter in charge of my application no longer worked for Microsoft. Eventually I finally heard back in March that all positions had already been filled for the year and was told to apply again in July. I was incredibly disappointed at how unorganized and long this application process was and genuinely felt like my application just got lost in the process.'],"[' Why Microsoft? \xa0 ', '1 Answer', ' General Questions about resume. \xa0 ', '1 Answer']"
Associate Consultant," Feb 15, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Average Interview'],['I applied through a recruiter. I interviewed at Microsoft.'],"['Had a phone interview in November 2016, did not hear back results until January 2017 with an email saying that I got to final round interviews. They flew me out to Seattle, WA and the interviews were at the Microsoft campus in Redmond, WA. I had 2 interviews, one 1-on-1 interviews where I was asked several questions on my resume and questions that would span off of something on my resume. I then had a 2-on-1 interview/presentation. They had asked me mostly questions on my resume and my experiences.']","[' Why Microsoft? \xa0 ', '1 Answer']"
Associate Consultant," Sep 26, 2016"," Anonymous Interview Candidate in  Dallas, TX",['No Offer'],['Positive Experience'],['Average Interview'],"['I applied through a recruiter. The process took 4 weeks. I interviewed at Microsoft (Dallas, TX) in August 2016.']","['I was found on LinkedIn. I followed up via email and provided my resume to a hiring manager or two. After scheduling an interview, I spoke on the phone with a recruiter. After the phone call, no subsequent conversations followed. I was not offered a job.']","[' ""If you were to explain the internet to your grandmother, how would you do it? \xa0 ', 'Answer Question']"
